,Name,White_percentage,African_percentage,Asian_percentage,Native_percentage
818,"Des Moines County, Iowa",85.22999999999999,6.510000000000001,1.04,0.2
819,"Dickinson County, Iowa",95.00999999999999,0.44999999999999996,0.45999999999999996,0.12
820,"Dubuque County, Iowa",88.97,4.16,1.04,0.26
821,"Emmet County, Iowa",89.01,0.98,0.33999999999999997,0.58
822,"Fayette County, Iowa",93.65,1.04,0.4,0.21
823,"Floyd County, Iowa",90.19,2.68,1.8900000000000001,0.21
824,"Franklin County, Iowa",83.5,0.32,0.5,0.6799999999999999
825,"Fremont County, Iowa",93.88,0.16999999999999998,0.16999999999999998,0.29
826,"Greene County, Iowa",94.15,0.32,0.5700000000000001,0.18
827,"Grundy County, Iowa",96.0,0.4,0.2,0.08
828,"Guthrie County, Iowa",94.44,0.33999999999999997,0.36,0.22
829,"Hamilton County, Iowa",86.97,0.69,2.12,0.51
830,"Hancock County, Iowa",92.25999999999999,0.7000000000000001,0.22999999999999998,0.36
831,"Hardin County, Iowa",91.63,0.8699999999999999,0.54,0.19
832,"Harrison County, Iowa",95.47,0.19,0.33999999999999997,0.2
833,"Henry County, Iowa",87.83,2.4699999999999998,2.21,0.42
834,"Howard County, Iowa",94.41000000000001,0.24,0.29,0.51
835,"Humboldt County, Iowa",92.95,0.58,0.22,0.16999999999999998
836,"Ida County, Iowa",95.1,0.44,0.31,0.06
837,"Iowa County, Iowa",93.45,0.67,0.5599999999999999,0.21
838,"Jackson County, Iowa",94.75,0.7799999999999999,0.24,0.22
839,"Jasper County, Iowa",92.21000000000001,1.8599999999999999,0.5700000000000001,0.33
840,"Jefferson County, Iowa",86.61,2.68,3.19,0.35000000000000003
841,"Johnson County, Iowa",76.6,8.41,5.63,0.21
842,"Jones County, Iowa",93.21000000000001,2.1399999999999997,0.29,0.26
843,"Keokuk County, Iowa",95.16,0.51,0.16,0.15
844,"Kossuth County, Iowa",93.85,0.53,0.5,0.09
845,"Lee County, Iowa",90.41,2.71,0.42,0.22
846,"Linn County, Iowa",82.78,7.140000000000001,2.33,0.24
847,"Louisa County, Iowa",81.52000000000001,0.72,2.4899999999999998,0.5
848,"Lucas County, Iowa",95.05,0.27,0.33999999999999997,0.08
849,"Lyon County, Iowa",94.44,0.33999999999999997,0.2,0.27
850,"Madison County, Iowa",94.33,0.3,0.51,0.15
851,"Mahaska County, Iowa",92.17,1.78,1.1400000000000001,0.19
852,"Marion County, Iowa",93.24,0.8699999999999999,1.2,0.21
853,"Marshall County, Iowa",73.75,2.03,3.7800000000000002,0.8200000000000001
854,"Mills County, Iowa",93.23,0.53,0.33,0.21
855,"Mitchell County, Iowa",95.67,0.4,0.44,0.11
856,"Monona County, Iowa",93.03,0.32,0.32,1.67
857,"Monroe County, Iowa",95.35,0.25,0.21,0.16999999999999998
858,"Montgomery County, Iowa",93.88,0.24,0.25,0.33999999999999997
859,"Muscatine County, Iowa",80.02,2.64,0.9400000000000001,0.5
860,"O'Brien County, Iowa",90.42999999999999,1.1400000000000001,0.5599999999999999,0.5599999999999999
861,"Osceola County, Iowa",88.58,0.48,0.33999999999999997,0.52
862,"Page County, Iowa",91.11,2.4,0.8200000000000001,0.41000000000000003
863,"Palo Alto County, Iowa",94.1,0.58,0.43,0.26
864,"Plymouth County, Iowa",90.63,1.39,0.44999999999999996,0.33999999999999997
865,"Pocahontas County, Iowa",91.25999999999999,0.9299999999999999,0.41000000000000003,0.3
866,"Polk County, Iowa",75.94,7.24,4.9799999999999995,0.45999999999999996
867,"Pottawattamie County, Iowa",86.83,2.02,0.84,0.7000000000000001
868,"Poweshiek County, Iowa",92.21000000000001,1.76,1.2,0.35000000000000003
869,"Ringgold County, Iowa",95.84,0.06,0.16999999999999998,0.15
870,"Sac County, Iowa",94.47,0.47000000000000003,0.32,0.11
871,"Scott County, Iowa",79.44,8.08,2.78,0.33999999999999997
872,"Shelby County, Iowa",93.56,0.44999999999999996,0.42,0.47000000000000003
873,"Sioux County, Iowa",85.71,0.54,0.62,0.61
874,"Story County, Iowa",82.25,3.06,5.54,0.33
875,"Tama County, Iowa",79.71000000000001,0.8,0.47000000000000003,8.33
876,"Taylor County, Iowa",91.79,0.03,0.25,0.29
877,"Union County, Iowa",93.63,0.97,0.54,0.31
878,"Van Buren County, Iowa",96.11,0.38999999999999996,0.33,0.1
879,"Wapello County, Iowa",79.52,4.15,1.78,0.66
880,"Warren County, Iowa",92.63,0.8699999999999999,0.73,0.19
881,"Washington County, Iowa",90.29,0.83,0.51,0.31
882,"Wayne County, Iowa",96.37,0.15,0.38999999999999996,0.26
883,"Webster County, Iowa",86.78,4.93,0.8200000000000001,0.48
884,"Winnebago County, Iowa",90.51,2.0,0.9199999999999999,0.21
885,"Winneshiek County, Iowa",93.93,0.65,0.89,0.16999999999999998
886,"Woodbury County, Iowa",72.49,4.91,2.8400000000000003,2.37
887,"Worth County, Iowa",94.6,0.8099999999999999,0.43,0.11
888,"Wright County, Iowa",81.45,0.58,0.53,0.66
889,"Allen County, Kansas",89.25,1.49,0.54,1.2
890,"Anderson County, Kansas",93.31,0.33,0.6,0.6799999999999999
891,"Atchison County, Kansas",86.32,4.82,0.51,0.54
892,"Barber County, Kansas",91.23,0.19,0.38,0.8
893,"Barton County, Kansas",82.99,1.22,0.31,0.58
894,"Bourbon County, Kansas",87.64,3.27,0.6799999999999999,0.7000000000000001
895,"Brown County, Kansas",81.74,1.05,0.47000000000000003,9.17
896,"Butler County, Kansas",86.26,2.17,1.49,0.84
897,"Chase County, Kansas",88.3,0.7799999999999999,0.31,0.62
898,"Chautauqua County, Kansas",84.26,0.6799999999999999,0.5599999999999999,5.59
899,"Cherokee County, Kansas",85.09,0.41000000000000003,0.33999999999999997,4.130000000000001
900,"Cheyenne County, Kansas",87.22999999999999,0.27,0.45999999999999996,0.27
901,"Clark County, Kansas",86.59,0.3,1.21,1.06
902,"Clay County, Kansas",92.92,0.62,0.65,0.62
903,"Cloud County, Kansas",92.32000000000001,1.3599999999999999,0.44,0.49
904,"Coffey County, Kansas",93.03,0.54,0.53,0.44
905,"Comanche County, Kansas",92.36,0.7100000000000001,0.0,0.12
906,"Cowley County, Kansas",79.35,2.59,1.46,2.27
907,"Crawford County, Kansas",83.62,2.34,1.18,0.96
908,"Decatur County, Kansas",94.25,0.33,0.54,0.33
909,"Dickinson County, Kansas",91.36999999999999,0.64,0.44,0.47000000000000003
910,"Doniphan County, Kansas",89.23,3.5700000000000003,0.43,1.11
911,"Douglas County, Kansas",78.03999999999999,4.46,3.94,2.48
912,"Edwards County, Kansas",82.56,0.48,0.06999999999999999,0.59
913,"Elk County, Kansas",90.74,0.2,0.16,1.9300000000000002
914,"Ellis County, Kansas",88.42,1.18,0.9199999999999999,0.33
915,"Ellsworth County, Kansas",88.69,3.9800000000000004,0.49,0.83
916,"Finney County, Kansas",51.5,4.01,4.02,0.95
917,"Ford County, Kansas",50.07,2.85,1.22,2.1999999999999997
918,"Franklin County, Kansas",89.19,1.17,0.42,0.8500000000000001
919,"Geary County, Kansas",59.489999999999995,17.16,3.4000000000000004,0.89
920,"Gove County, Kansas",92.57,0.18,0.5499999999999999,0.11
921,"Graham County, Kansas",91.59,2.36,0.58,0.58
922,"Grant County, Kansas",57.440000000000005,0.13999999999999999,0.19,2.23
923,"Gray County, Kansas",86.31,0.33999999999999997,0.25,0.27
924,"Greeley County, Kansas",83.72,0.16,0.38999999999999996,0.9400000000000001
925,"Greenwood County, Kansas",91.32000000000001,0.47000000000000003,0.6,0.58
926,"Hamilton County, Kansas",63.42,0.52,0.2,1.0699999999999998
927,"Harper County, Kansas",88.03999999999999,0.31,0.27,1.79
928,"Harvey County, Kansas",84.23,1.91,0.77,0.79
929,"Haskell County, Kansas",75.19,0.33999999999999997,0.05,0.29
930,"Hodgeman County, Kansas",91.93,0.8099999999999999,0.7000000000000001,0.7000000000000001
931,"Jackson County, Kansas",81.07,0.7799999999999999,0.26,9.17
932,"Jefferson County, Kansas",91.45,0.5599999999999999,0.22999999999999998,0.7000000000000001
933,"Jewell County, Kansas",94.03,0.16999999999999998,0.33999999999999997,0.41000000000000003
934,"Johnson County, Kansas",77.61,4.72,5.42,0.42
935,"Kearny County, Kansas",66.81,1.03,0.18,0.88
936,"Kingman County, Kansas",92.7,0.51,0.47000000000000003,0.48
937,"Kiowa County, Kansas",88.78,1.7500000000000002,0.65,0.49
938,"Labette County, Kansas",81.57,4.3,0.44999999999999996,2.23
939,"Lane County, Kansas",89.33,0.0,0.0,0.51
940,"Leavenworth County, Kansas",78.94,8.38,1.35,0.8500000000000001
941,"Lincoln County, Kansas",93.23,0.27,0.33999999999999997,0.54
942,"Linn County, Kansas",92.86,0.7000000000000001,0.21,0.5
943,"Logan County, Kansas",90.99000000000001,0.18,0.36,0.04
944,"Lyon County, Kansas",73.96000000000001,2.02,1.78,0.83
945,"McPherson County, Kansas",89.22,1.58,0.74,0.5
946,"Marion County, Kansas",92.28,1.03,0.33,0.45999999999999996
947,"Marshall County, Kansas",94.44,0.42,0.45999999999999996,0.22999999999999998
948,"Meade County, Kansas",80.44,0.91,0.32,0.3
949,"Miami County, Kansas",90.4,1.28,0.47000000000000003,0.49
950,"Mitchell County, Kansas",94.72,0.33,0.22,0.21
951,"Montgomery County, Kansas",77.17,4.97,0.64,3.25
952,"Morris County, Kansas",92.56,0.3,0.33,0.27999999999999997
953,"Morton County, Kansas",76.86,0.74,1.15,0.59
954,"Nemaha County, Kansas",94.42,0.62,0.38,0.38
955,"Neosho County, Kansas",88.69,0.9299999999999999,0.53,1.04
956,"Ness County, Kansas",87.35000000000001,0.06999999999999999,0.06999999999999999,0.7100000000000001
957,"Norton County, Kansas",89.08,3.85,0.64,0.77
958,"Osage County, Kansas",93.28,0.21,0.33,0.3
959,"Osborne County, Kansas",94.39999999999999,0.03,0.51,0.54
960,"Ottawa County, Kansas",93.08,0.52,0.19,0.38
961,"Pawnee County, Kansas",85.74000000000001,3.9800000000000004,0.44999999999999996,0.61
962,"Phillips County, Kansas",94.04,0.38,0.3,0.44
963,"Pottawatomie County, Kansas",89.23,1.13,0.79,0.59
964,"Pratt County, Kansas",88.5,1.16,0.49,0.73
965,"Rawlins County, Kansas",89.14999999999999,0.74,0.43,0.12
966,"Reno County, Kansas",85.24000000000001,3.01,0.5700000000000001,0.84
967,"Republic County, Kansas",94.93,0.32,0.24,0.27999999999999997
968,"Rice County, Kansas",83.3,1.54,0.32,0.67
969,"Riley County, Kansas",75.83,6.959999999999999,4.68,0.61
970,"Rooks County, Kansas",93.89999999999999,0.59,0.1,0.43
971,"Rush County, Kansas",94.72,0.24,0.47000000000000003,0.13999999999999999
972,"Russell County, Kansas",91.74,0.8999999999999999,0.42,0.48
973,"Saline County, Kansas",79.95,3.37,2.1,0.64
974,"Scott County, Kansas",81.01,0.27,0.31,0.8500000000000001
975,"Sedgwick County, Kansas",68.30000000000001,8.88,4.3,1.26
976,"Seward County, Kansas",41.04,3.06,2.44,2.4
977,"Shawnee County, Kansas",74.0,7.9399999999999995,1.41,1.24
978,"Sheridan County, Kansas",92.24,0.12,0.49,0.44999999999999996
979,"Sherman County, Kansas",84.78,1.7399999999999998,0.29,0.32
980,"Smith County, Kansas",94.96,0.48,0.25,0.42
981,"Stafford County, Kansas",85.95,0.33999999999999997,0.32,0.88
982,"Stanton County, Kansas",60.31999999999999,0.67,0.1,2.11
983,"Stevens County, Kansas",66.36,0.38,0.42,1.18
984,"Sumner County, Kansas",89.05999999999999,0.9199999999999999,0.33,1.0699999999999998
985,"Thomas County, Kansas",89.53,1.3599999999999999,0.59,0.61
986,"Trego County, Kansas",94.16,0.18,0.43,0.18
987,"Wabaunsee County, Kansas",91.64999999999999,0.44999999999999996,0.26,0.58
988,"Wallace County, Kansas",90.61,0.2,0.0,0.33
989,"Washington County, Kansas",93.17999999999999,0.24,0.06999999999999999,0.09
990,"Wichita County, Kansas",71.89,0.13999999999999999,0.09,1.0699999999999998
991,"Wilson County, Kansas",89.97,0.26,0.41000000000000003,1.02
992,"Woodson County, Kansas",92.78,0.26,0.0,0.96
993,"Wyandotte County, Kansas",43.56,20.44,4.55,1.13
994,"Adair County, Kentucky",91.64,2.8000000000000003,0.33999999999999997,0.18
995,"Allen County, Kentucky",92.94,0.9900000000000001,0.22999999999999998,0.24
996,"Anderson County, Kentucky",91.38,2.06,0.44,0.25
997,"Ballard County, Kentucky",91.91,2.69,0.43,0.16999999999999998
998,"Barren County, Kentucky",88.28,3.88,0.58,0.33
999,"Bath County, Kentucky",95.62,1.0,0.16999999999999998,0.03
1000,"Bell County, Kentucky",92.91,2.32,0.52,0.15
1001,"Boone County, Kentucky",84.17999999999999,4.21,2.26,0.33
1002,"Bourbon County, Kentucky",84.32,5.11,0.38,0.3
1003,"Boyd County, Kentucky",91.75999999999999,2.71,0.58,0.24
1004,"Boyle County, Kentucky",82.85,7.17,1.18,0.2
1005,"Bracken County, Kentucky",95.17,0.61,0.16,0.16999999999999998
1006,"Breathitt County, Kentucky",95.37,0.42,0.27999999999999997,0.08
1007,"Breckinridge County, Kentucky",92.16,2.09,0.19,0.22999999999999998
1008,"Bullitt County, Kentucky",91.73,1.27,0.5499999999999999,0.26
1009,"Butler County, Kentucky",92.67,0.12,0.19,0.26
1010,"Caldwell County, Kentucky",88.89,5.33,0.44,0.2
1011,"Calloway County, Kentucky",87.92999999999999,3.54,1.17,0.16999999999999998
1012,"Campbell County, Kentucky",89.56,3.04,1.11,0.22
1013,"Carlisle County, Kentucky",93.89,1.31,0.21,0.6
1014,"Carroll County, Kentucky",88.5,1.7000000000000002,0.41000000000000003,0.37
1015,"Carter County, Kentucky",95.99,0.8,0.24,0.22
1016,"Casey County, Kentucky",93.93,0.52,0.35000000000000003,0.33
1017,"Christian County, Kentucky",66.36999999999999,21.34,1.34,0.54
1018,"Clark County, Kentucky",88.05,4.46,0.5700000000000001,0.27
1019,"Clay County, Kentucky",92.85,4.12,0.11,0.16
1020,"Clinton County, Kentucky",94.51,0.43,0.11,0.24
1021,"Crittenden County, Kentucky",95.21,0.91,0.06999999999999999,0.16999999999999998
1022,"Cumberland County, Kentucky",92.77,2.55,0.06999999999999999,0.1
1023,"Daviess County, Kentucky",85.59,4.72,2.35,0.25
1024,"Edmonson County, Kentucky",95.22,0.8099999999999999,0.26,0.26
1025,"Elliott County, Kentucky",93.87,3.35,0.25,0.26
1026,"Estill County, Kentucky",96.49,0.21,0.05,0.21
1027,"Fayette County, Kentucky",68.28,14.899999999999999,4.16,0.33999999999999997
1028,"Fleming County, Kentucky",95.35,0.98,0.11,0.22999999999999998
1029,"Floyd County, Kentucky",96.89999999999999,0.33999999999999997,0.27,0.09
1030,"Franklin County, Kentucky",80.97999999999999,8.690000000000001,2.0,0.31
1031,"Fulton County, Kentucky",70.59,22.16,0.32,0.4
1032,"Gallatin County, Kentucky",90.47,0.8500000000000001,0.15,0.27
1033,"Garrard County, Kentucky",91.91,1.78,0.3,0.22
1034,"Grant County, Kentucky",92.23,0.7799999999999999,0.27,0.2
1035,"Graves County, Kentucky",84.99,4.2700000000000005,0.49,0.35000000000000003
1036,"Grayson County, Kentucky",94.26,1.17,0.36,0.29
1037,"Green County, Kentucky",94.06,1.44,0.27999999999999997,0.18
1038,"Greenup County, Kentucky",94.81,0.61,0.64,0.21
1039,"Hancock County, Kentucky",94.82000000000001,0.8699999999999999,0.42,0.04
1040,"Hardin County, Kentucky",74.94,11.59,2.06,0.44
1041,"Harlan County, Kentucky",93.58,2.02,0.32,0.21
1042,"Harrison County, Kentucky",92.86,1.6400000000000001,0.25,0.18
1043,"Hart County, Kentucky",91.13,3.66,0.24,0.2
1044,"Henderson County, Kentucky",84.05,8.15,0.54,0.22999999999999998
1045,"Henry County, Kentucky",90.67,2.37,0.22999999999999998,0.38
1046,"Hickman County, Kentucky",86.31,8.540000000000001,0.24,0.31
1047,"Hopkins County, Kentucky",86.59,6.49,0.51,0.22
1048,"Jackson County, Kentucky",96.94,0.09,0.15,0.32
1049,"Jefferson County, Kentucky",63.839999999999996,21.57,3.46,0.32
1050,"Jessamine County, Kentucky",86.58,4.32,1.24,0.26
1051,"Johnson County, Kentucky",96.71,0.2,0.44999999999999996,0.16999999999999998
1052,"Kenton County, Kentucky",85.17,4.8500000000000005,1.2,0.26
1053,"Knott County, Kentucky",97.26,0.47000000000000003,0.13,0.06
1054,"Knox County, Kentucky",94.78,0.98,0.27999999999999997,0.29
1055,"Larue County, Kentucky",90.74,2.54,0.2,0.38
1056,"Laurel County, Kentucky",94.05,0.7100000000000001,0.69,0.27
1057,"Lawrence County, Kentucky",96.89,0.22,0.13999999999999999,0.01
1058,"Lee County, Kentucky",93.43,3.7900000000000005,0.0,0.03
1059,"Leslie County, Kentucky",96.99,0.43,0.15,0.21
1060,"Letcher County, Kentucky",96.72,0.43,0.27,0.16
1061,"Lewis County, Kentucky",96.58,0.27999999999999997,0.06999999999999999,0.13999999999999999
1062,"Lincoln County, Kentucky",93.39,1.94,0.25,0.16999999999999998
1063,"Livingston County, Kentucky",93.24,0.27999999999999997,0.16999999999999998,0.27999999999999997
1064,"Logan County, Kentucky",87.13,6.13,0.35000000000000003,0.22
1065,"Lyon County, Kentucky",89.53999999999999,5.88,0.38999999999999996,0.31
1066,"McCracken County, Kentucky",80.01,11.19,0.98,0.32
1067,"McCreary County, Kentucky",90.69,5.42,0.19,0.38
1068,"McLean County, Kentucky",95.47,0.54,0.13999999999999999,0.11
1069,"Madison County, Kentucky",86.9,4.279999999999999,1.09,0.29
1070,"Magoffin County, Kentucky",97.61999999999999,0.12,0.04,0.12
1071,"Marion County, Kentucky",86.55000000000001,6.2,0.6799999999999999,0.12
1072,"Marshall County, Kentucky",94.47,0.32,0.43,0.22
1073,"Martin County, Kentucky",90.89,7.049999999999999,0.15,0.37
1074,"Mason County, Kentucky",86.83999999999999,5.9799999999999995,0.65,0.22999999999999998
1075,"Meade County, Kentucky",87.72999999999999,3.29,0.73,0.45999999999999996
1076,"Menifee County, Kentucky",96.37,0.49,0.03,0.2
1077,"Mercer County, Kentucky",89.52,3.39,0.33,0.27
1078,"Metcalfe County, Kentucky",94.31,1.1400000000000001,0.06999999999999999,0.05
1079,"Monroe County, Kentucky",92.51,1.92,0.1,0.33999999999999997
1080,"Montgomery County, Kentucky",90.94,2.21,0.52,0.2
1081,"Morgan County, Kentucky",91.58,3.61,0.12,0.15
1082,"Muhlenberg County, Kentucky",91.72,3.93,0.19,0.21
1083,"Nelson County, Kentucky",88.79,4.71,0.5700000000000001,0.2
1084,"Nicholas County, Kentucky",95.24000000000001,0.54,0.09,0.2
1085,"Ohio County, Kentucky",92.84,0.7000000000000001,0.19,0.24
1086,"Oldham County, Kentucky",86.58,3.32,1.7399999999999998,0.3
1087,"Owen County, Kentucky",93.55,0.74,0.16,0.22999999999999998
1088,"Owsley County, Kentucky",96.39999999999999,0.35000000000000003,0.06999999999999999,0.15
1089,"Pendleton County, Kentucky",94.95,0.38,0.21,0.13999999999999999
1090,"Perry County, Kentucky",94.19999999999999,1.32,0.8999999999999999,0.2
1091,"Pike County, Kentucky",95.41,0.8500000000000001,0.64,0.13999999999999999
1092,"Powell County, Kentucky",95.66,0.5,0.22999999999999998,0.21
1093,"Pulaski County, Kentucky",92.43,1.0699999999999998,0.6799999999999999,0.32
1094,"Robertson County, Kentucky",96.31,0.27,0.32,0.13999999999999999
1095,"Rockcastle County, Kentucky",95.89,0.37,0.19,0.22
1096,"Rowan County, Kentucky",92.91,1.55,0.69,0.19
1097,"Russell County, Kentucky",93.01,0.63,0.58,0.43
1098,"Scott County, Kentucky",84.89999999999999,5.16,1.04,0.32
1099,"Shelby County, Kentucky",80.42,5.7299999999999995,0.77,0.54
1100,"Simpson County, Kentucky",83.57,8.37,0.48,0.41000000000000003
1101,"Spencer County, Kentucky",91.89,1.53,0.45999999999999996,0.2
1102,"Taylor County, Kentucky",88.14999999999999,4.82,0.95,0.12
1103,"Todd County, Kentucky",84.57000000000001,7.249999999999999,0.18,0.35000000000000003
1104,"Trigg County, Kentucky",87.53999999999999,6.77,0.19,0.25
1105,"Trimble County, Kentucky",94.31,0.35000000000000003,0.32,0.44999999999999996
1106,"Union County, Kentucky",86.87,7.62,0.22999999999999998,0.2
1107,"Warren County, Kentucky",73.91,9.610000000000001,5.45,0.36
1108,"Washington County, Kentucky",87.62,5.48,0.32,0.25
1109,"Wayne County, Kentucky",92.75999999999999,1.23,0.32,0.25
1110,"Webster County, Kentucky",87.89,3.73,0.2,0.73
1111,"Whitley County, Kentucky",93.45,1.55,0.5599999999999999,0.25
1112,"Wolfe County, Kentucky",97.27,0.41000000000000003,0.08,0.15
1113,"Woodford County, Kentucky",84.48,4.64,0.59,0.4
1114,"Acadia Parish, Louisiana",77.25,17.349999999999998,0.27999999999999997,0.26
1115,"Allen Parish, Louisiana",71.77,18.029999999999998,0.8,2.37
1116,"Ascension Parish, Louisiana",64.14,24.13,1.35,0.41000000000000003
1117,"Assumption Parish, Louisiana",65.22,28.58,0.3,0.49
1118,"Avoyelles Parish, Louisiana",64.56,26.97,0.8999999999999999,0.9199999999999999
1119,"Beauregard Parish, Louisiana",80.78999999999999,11.25,0.61,0.83
1120,"Bienville Parish, Louisiana",53.54,40.88,0.16,0.48
1121,"Bossier Parish, Louisiana",62.96000000000001,23.380000000000003,1.8599999999999999,0.62
1122,"Caddo Parish, Louisiana",43.5,48.480000000000004,1.35,0.45999999999999996
1123,"Calcasieu Parish, Louisiana",64.48,25.490000000000002,1.77,0.51
1124,"Caldwell Parish, Louisiana",79.27,15.909999999999998,0.44,0.2
1125,"Cameron Parish, Louisiana",93.15,1.28,0.22999999999999998,0.5
1126,"Catahoula Parish, Louisiana",64.86,25.790000000000003,0.31,0.52
1127,"Claiborne Parish, Louisiana",51.25999999999999,43.64,0.3,0.3
1128,"Concordia Parish, Louisiana",54.99000000000001,40.23,0.63,0.27
1129,"De Soto Parish, Louisiana",56.99999999999999,35.88,0.37,1.0
1130,"East Baton Rouge Parish, Louisiana",42.92,45.25,3.17,0.27999999999999997
1131,"East Carroll Parish, Louisiana",27.54,69.55,0.26,0.04
1132,"East Feliciana Parish, Louisiana",58.940000000000005,36.54,0.25,0.31
1133,"Evangeline Parish, Louisiana",66.01,26.779999999999998,0.5700000000000001,0.18
1134,"Franklin Parish, Louisiana",63.17,33.15,0.21,0.16
1135,"Grant Parish, Louisiana",79.88,14.02,0.3,0.9299999999999999
1136,"Iberia Parish, Louisiana",56.07,33.12,2.78,0.44
1137,"Iberville Parish, Louisiana",49.05,44.24,0.41000000000000003,0.22
1138,"Jackson Parish, Louisiana",66.31,26.32,0.9900000000000001,0.25
1139,"Jefferson Parish, Louisiana",50.12,26.75,4.49,0.5700000000000001
1140,"Jefferson Davis Parish, Louisiana",77.72,15.959999999999999,0.31,0.52
1141,"Lafayette Parish, Louisiana",63.44,25.27,2.18,0.4
1142,"Lafourche Parish, Louisiana",73.50999999999999,15.010000000000002,0.79,2.62
1143,"LaSalle Parish, Louisiana",76.72,8.780000000000001,1.7000000000000002,0.91
1144,"Lincoln Parish, Louisiana",53.790000000000006,38.7,1.4200000000000002,0.38999999999999996
1145,"Livingston Parish, Louisiana",82.13000000000001,7.920000000000001,0.79,0.33
1146,"Madison Parish, Louisiana",34.69,62.129999999999995,0.06,0.29
1147,"Morehouse Parish, Louisiana",47.92,47.010000000000005,0.38,0.33
1148,"Natchitoches Parish, Louisiana",51.61,39.85,0.45999999999999996,0.8699999999999999
1149,"Orleans Parish, Louisiana",32.93,54.24,2.79,0.35000000000000003
1150,"Ouachita Parish, Louisiana",55.21,36.84,1.43,0.32
1151,"Plaquemines Parish, Louisiana",60.760000000000005,20.919999999999998,4.4799999999999995,1.21
1152,"Pointe Coupee Parish, Louisiana",59.709999999999994,34.9,0.31,0.24
1153,"Rapides Parish, Louisiana",59.61,31.14,1.41,0.79
1154,"Red River Parish, Louisiana",55.05,38.91,0.01,0.62
1155,"Richland Parish, Louisiana",58.8,36.6,0.25,0.27
1156,"Sabine Parish, Louisiana",67.86999999999999,15.93,0.27999999999999997,8.690000000000001
1157,"St. Bernard Parish, Louisiana",55.98,26.290000000000003,2.2800000000000002,0.74
1158,"St. Charles Parish, Louisiana",63.849999999999994,24.990000000000002,1.0999999999999999,0.49
1159,"St. Helena Parish, Louisiana",41.46,53.669999999999995,0.18,0.41000000000000003
1160,"St. James Parish, Louisiana",49.39,47.160000000000004,0.15,0.16999999999999998
1161,"St. John the Baptist Parish, Louisiana",32.67,57.220000000000006,0.75,0.38999999999999996
1162,"St. Landry Parish, Louisiana",52.839999999999996,41.63,0.45999999999999996,0.25
1163,"St. Martin Parish, Louisiana",64.25,29.17,0.8500000000000001,0.38999999999999996
1164,"St. Mary Parish, Louisiana",54.55,30.48,1.31,2.04
1165,"St. Tammany Parish, Louisiana",74.33,12.989999999999998,1.47,0.44999999999999996
1166,"Tangipahoa Parish, Louisiana",61.08,30.070000000000004,0.75,0.4
1167,"Tensas Parish, Louisiana",42.05,54.26,0.15,0.0
1168,"Terrebonne Parish, Louisiana",63.82,19.400000000000002,1.21,5.54
1169,"Union Parish, Louisiana",68.51,23.669999999999998,0.18,0.37
1170,"Vermilion Parish, Louisiana",77.53999999999999,13.83,2.1999999999999997,0.33999999999999997
1171,"Vernon Parish, Louisiana",71.97,13.320000000000002,1.82,1.16
1172,"Washington Parish, Louisiana",65.86,28.28,0.36,0.32
1173,"Webster Parish, Louisiana",61.5,32.96,0.37,0.4
1174,"West Baton Rouge Parish, Louisiana",52.6,39.54,0.8099999999999999,0.31
1175,"West Carroll Parish, Louisiana",80.96,13.750000000000002,0.13999999999999999,0.38
1176,"West Feliciana Parish, Louisiana",71.08,23.630000000000003,0.2,0.65
1177,"Winn Parish, Louisiana",62.480000000000004,25.629999999999995,1.26,0.5599999999999999
1178,"Androscoggin County, Maine",86.94,5.88,0.8200000000000001,0.38
1179,"Aroostook County, Maine",93.17,0.67,0.59,1.82
1180,"Cumberland County, Maine",87.24,4.0,2.3800000000000003,0.27
1181,"Franklin County, Maine",92.86999999999999,0.59,1.31,0.25
1182,"Hancock County, Maine",92.73,0.64,1.02,0.47000000000000003
1183,"Kennebec County, Maine",91.91,0.74,0.9900000000000001,0.41000000000000003
1184,"Knox County, Maine",92.86999999999999,0.67,0.62,0.38
1185,"Lincoln County, Maine",94.26,0.47000000000000003,0.66,0.3
1186,"Oxford County, Maine",93.11,0.4,0.48,0.33999999999999997
1187,"Penobscot County, Maine",91.53,0.9900000000000001,1.23,0.9400000000000001
1188,"Piscataquis County, Maine",92.69,0.36,0.7100000000000001,0.67
1189,"Sagadahoc County, Maine",92.77,0.86,0.7000000000000001,0.31
1190,"Somerset County, Maine",93.47999999999999,0.5,0.52,0.47000000000000003
1191,"Waldo County, Maine",93.66,0.37,0.52,0.38999999999999996
1192,"Washington County, Maine",89.37,0.52,0.38999999999999996,4.53
1193,"York County, Maine",92.15,0.9900000000000001,1.1900000000000002,0.31
1194,"Allegany County, Maryland",85.72,7.84,1.09,0.2
1195,"Anne Arundel County, Maryland",64.2,17.76,4.34,0.4
1196,"Baltimore County, Maryland",52.910000000000004,29.93,6.43,0.41000000000000003
1197,"Calvert County, Maryland",75.38,13.04,1.7000000000000002,0.33
1198,"Caroline County, Maryland",73.53,13.320000000000002,1.05,0.44
1199,"Carroll County, Maryland",85.96000000000001,3.75,2.18,0.22999999999999998
1200,"Cecil County, Maryland",81.76,7.5200000000000005,1.2,0.27999999999999997
1201,"Charles County, Maryland",35.160000000000004,49.24,3.4299999999999997,0.74
1202,"Dorchester County, Maryland",61.870000000000005,28.1,1.09,0.41000000000000003
1203,"Frederick County, Maryland",69.73,10.23,4.99,0.43
