,Name,Internet_coverage_rate
720,"Hamilton County, Indiana",93.099999
721,"Hancock County, Indiana",83.89999900000001
722,"Harrison County, Indiana",70.8
723,"Hendricks County, Indiana",87.20000399999999
724,"Henry County, Indiana",70.8
725,"Howard County, Indiana",76.199996
726,"Huntington County, Indiana",74.800003
727,"Jackson County, Indiana",72.600001
728,"Jasper County, Indiana",78.999996
729,"Jay County, Indiana",66.2
730,"Jefferson County, Indiana",75.599998
731,"Jennings County, Indiana",71.700001
732,"Johnson County, Indiana",84.10000199999999
733,"Knox County, Indiana",76.700002
734,"Kosciusko County, Indiana",77.3
735,"LaGrange County, Indiana",58.499998
736,"LaPorte County, Indiana",77.100003
737,"Lake County, Indiana",77.3
738,"Lawrence County, Indiana",72.400004
739,"Madison County, Indiana",77.399999
740,"Marion County, Indiana",76.499999
741,"Marshall County, Indiana",69.800001
742,"Martin County, Indiana",70.8
743,"Miami County, Indiana",72.2
744,"Monroe County, Indiana",82.79999500000001
745,"Montgomery County, Indiana",78.200001
746,"Morgan County, Indiana",78.400004
747,"Newton County, Indiana",78.400004
748,"Noble County, Indiana",77.600002
749,"Ohio County, Indiana",73.699999
750,"Orange County, Indiana",64.899999
751,"Owen County, Indiana",67.799997
752,"Parke County, Indiana",66.2
753,"Perry County, Indiana",70.300001
754,"Pike County, Indiana",65.200001
755,"Porter County, Indiana",82.700002
756,"Posey County, Indiana",75.599998
757,"Pulaski County, Indiana",72.7
758,"Putnam County, Indiana",77.399999
759,"Randolph County, Indiana",71.899998
760,"Ripley County, Indiana",73.899996
761,"Rush County, Indiana",63.0
762,"Scott County, Indiana",66.399997
763,"Shelby County, Indiana",73.699999
764,"Spencer County, Indiana",69.89999999999999
765,"St. Joseph County, Indiana",76.4
766,"Starke County, Indiana",70.99999799999999
767,"Steuben County, Indiana",79.399997
768,"Sullivan County, Indiana",65.50000299999999
769,"Switzerland County, Indiana",68.099999
770,"Tippecanoe County, Indiana",82.29999500000001
771,"Tipton County, Indiana",74.599999
772,"Union County, Indiana",67.500001
773,"Vanderburgh County, Indiana",77.900004
774,"Vermillion County, Indiana",77.600002
775,"Vigo County, Indiana",76.700002
776,"Wabash County, Indiana",71.99999700000001
777,"Warren County, Indiana",76.199996
778,"Warrick County, Indiana",82.700002
779,"Washington County, Indiana",66.399997
780,"Wayne County, Indiana",69.0
781,"Wells County, Indiana",75.300002
782,"White County, Indiana",76.600003
783,"Whitley County, Indiana",77.999997
784,"Adair County, Iowa",71.99999700000001
785,"Adams County, Iowa",72.299999
786,"Allamakee County, Iowa",70.600003
787,"Appanoose County, Iowa",67.60000000000001
788,"Audubon County, Iowa",70.699996
789,"Benton County, Iowa",76.800001
790,"Black Hawk County, Iowa",79.10000099999999
791,"Boone County, Iowa",78.400004
792,"Bremer County, Iowa",79.699999
793,"Buchanan County, Iowa",76.800001
794,"Buena Vista County, Iowa",78.7
795,"Butler County, Iowa",72.799999
796,"Calhoun County, Iowa",75.9
797,"Carroll County, Iowa",76.700002
798,"Cass County, Iowa",72.10000199999999
799,"Cedar County, Iowa",78.299993
800,"Cerro Gordo County, Iowa",76.600003
801,"Cherokee County, Iowa",80.300003
802,"Chickasaw County, Iowa",74.300003
803,"Clarke County, Iowa",76.199996
804,"Clay County, Iowa",77.900004
805,"Clayton County, Iowa",71.899998
806,"Clinton County, Iowa",75.9
807,"Crawford County, Iowa",73.500001
808,"Dallas County, Iowa",88.0
809,"Davis County, Iowa",62.799996
810,"Decatur County, Iowa",69.700003
811,"Delaware County, Iowa",75.199997
812,"Des Moines County, Iowa",74.900001
813,"Dickinson County, Iowa",81.200004
814,"Dubuque County, Iowa",81.099999
815,"Emmet County, Iowa",72.7
816,"Fayette County, Iowa",73.899996
817,"Floyd County, Iowa",73.699999
818,"Franklin County, Iowa",67.400002
819,"Fremont County, Iowa",74.900001
820,"Greene County, Iowa",74.20000399999999
821,"Grundy County, Iowa",79.2
822,"Guthrie County, Iowa",74.1
823,"Hamilton County, Iowa",74.399996
824,"Hancock County, Iowa",74.900001
825,"Hardin County, Iowa",71.39999900000001
826,"Harrison County, Iowa",71.3
827,"Henry County, Iowa",74.5
828,"Howard County, Iowa",73.199999
829,"Humboldt County, Iowa",75.0
830,"Ida County, Iowa",74.1
831,"Iowa County, Iowa",73.799998
832,"Jackson County, Iowa",75.099999
833,"Jasper County, Iowa",76.4
834,"Jefferson County, Iowa",76.899999
835,"Johnson County, Iowa",87.70000300000001
836,"Jones County, Iowa",74.399996
837,"Keokuk County, Iowa",73.400003
838,"Kossuth County, Iowa",75.300002
839,"Lee County, Iowa",72.299999
840,"Linn County, Iowa",82.79999500000001
841,"Louisa County, Iowa",75.999999
842,"Lucas County, Iowa",74.20000399999999
843,"Lyon County, Iowa",80.300003
844,"Madison County, Iowa",79.500008
845,"Mahaska County, Iowa",78.299993
846,"Marion County, Iowa",75.999999
847,"Marshall County, Iowa",73.000002
848,"Mills County, Iowa",80.399996
849,"Mitchell County, Iowa",76.4
850,"Monona County, Iowa",73.6
851,"Monroe County, Iowa",70.8
852,"Montgomery County, Iowa",76.700002
853,"Muscatine County, Iowa",76.100004
854,"O'Brien County, Iowa",76.100004
855,"Osceola County, Iowa",79.800004
856,"Page County, Iowa",76.100004
857,"Palo Alto County, Iowa",76.300001
858,"Plymouth County, Iowa",81.999999
859,"Pocahontas County, Iowa",75.599998
860,"Polk County, Iowa",83.299994
861,"Pottawattamie County, Iowa",76.4
862,"Poweshiek County, Iowa",76.600003
863,"Ringgold County, Iowa",72.10000199999999
864,"Sac County, Iowa",76.100004
865,"Scott County, Iowa",78.899997
866,"Shelby County, Iowa",75.599998
867,"Sioux County, Iowa",85.500002
868,"Story County, Iowa",80.700004
869,"Tama County, Iowa",74.20000399999999
870,"Taylor County, Iowa",70.8
871,"Union County, Iowa",73.500001
872,"Van Buren County, Iowa",63.499998999999995
873,"Wapello County, Iowa",73.400003
874,"Warren County, Iowa",82.200003
875,"Washington County, Iowa",75.9
876,"Wayne County, Iowa",69.0
877,"Webster County, Iowa",74.900001
878,"Winnebago County, Iowa",75.9
879,"Winneshiek County, Iowa",78.800005
880,"Woodbury County, Iowa",75.699997
881,"Worth County, Iowa",73.6
882,"Wright County, Iowa",68.199998
883,"Allen County, Kansas",73.299998
884,"Anderson County, Kansas",67.199999
885,"Atchison County, Kansas",70.99999799999999
886,"Barber County, Kansas",72.7
887,"Barton County, Kansas",72.900003
888,"Bourbon County, Kansas",67.400002
889,"Brown County, Kansas",72.900003
890,"Butler County, Kansas",80.700004
891,"Chase County, Kansas",70.39999999999999
892,"Chautauqua County, Kansas",61.400002
893,"Cherokee County, Kansas",69.89999999999999
894,"Cheyenne County, Kansas",75.999999
895,"Clark County, Kansas",65.39999800000001
896,"Clay County, Kansas",68.900001
897,"Cloud County, Kansas",68.5
898,"Coffey County, Kansas",79.10000099999999
899,"Comanche County, Kansas",75.800002
900,"Cowley County, Kansas",72.499996
901,"Crawford County, Kansas",75.999999
902,"Decatur County, Kansas",76.899999
903,"Dickinson County, Kansas",73.199999
904,"Doniphan County, Kansas",64.8
905,"Douglas County, Kansas",86.1
906,"Edwards County, Kansas",65.39999800000001
907,"Elk County, Kansas",64.300001
908,"Ellis County, Kansas",80.000001
909,"Ellsworth County, Kansas",73.199999
910,"Finney County, Kansas",77.399999
911,"Ford County, Kansas",75.699997
912,"Franklin County, Kansas",68.799996
913,"Geary County, Kansas",82.200003
914,"Gove County, Kansas",76.199996
915,"Graham County, Kansas",76.700002
916,"Grant County, Kansas",79.399997
917,"Gray County, Kansas",76.899999
918,"Greeley County, Kansas",78.299993
919,"Greenwood County, Kansas",64.8
920,"Hamilton County, Kansas",72.400004
921,"Harper County, Kansas",71.899998
922,"Harvey County, Kansas",79.10000099999999
923,"Haskell County, Kansas",75.199997
924,"Hodgeman County, Kansas",78.099996
925,"Jackson County, Kansas",77.3
926,"Jefferson County, Kansas",77.900004
927,"Jewell County, Kansas",66.399997
928,"Johnson County, Kansas",91.299999
929,"Kearny County, Kansas",73.400003
930,"Kingman County, Kansas",71.100003
931,"Kiowa County, Kansas",71.49999700000001
932,"Labette County, Kansas",73.100001
933,"Lane County, Kansas",81.099999
934,"Leavenworth County, Kansas",80.899996
935,"Lincoln County, Kansas",71.799999
936,"Linn County, Kansas",57.199997
937,"Logan County, Kansas",77.3
938,"Lyon County, Kansas",79.699999
939,"Marion County, Kansas",72.10000199999999
940,"Marshall County, Kansas",72.799999
941,"McPherson County, Kansas",78.60000099999999
942,"Meade County, Kansas",77.3
943,"Miami County, Kansas",72.10000199999999
944,"Mitchell County, Kansas",76.899999
945,"Montgomery County, Kansas",72.7
946,"Morris County, Kansas",77.200001
947,"Morton County, Kansas",70.600003
948,"Nemaha County, Kansas",74.800003
949,"Neosho County, Kansas",68.700004
950,"Ness County, Kansas",72.400004
951,"Norton County, Kansas",77.499998
952,"Osage County, Kansas",75.300002
953,"Osborne County, Kansas",71.99999700000001
954,"Ottawa County, Kansas",67.699999
955,"Pawnee County, Kansas",68.900001
956,"Phillips County, Kansas",80.199999
957,"Pottawatomie County, Kansas",82.89999999999999
958,"Pratt County, Kansas",73.299998
959,"Rawlins County, Kansas",78.800005
960,"Reno County, Kansas",77.8
961,"Republic County, Kansas",66.2
962,"Rice County, Kansas",75.999999
963,"Riley County, Kansas",86.79999699999999
964,"Rooks County, Kansas",73.299998
965,"Rush County, Kansas",72.10000199999999
966,"Russell County, Kansas",76.700002
967,"Saline County, Kansas",77.900004
968,"Scott County, Kansas",86.70000399999999
969,"Sedgwick County, Kansas",79.399997
970,"Seward County, Kansas",77.100003
971,"Shawnee County, Kansas",72.600001
972,"Sheridan County, Kansas",76.499999
973,"Sherman County, Kansas",83.600003
974,"Smith County, Kansas",77.900004
975,"Stafford County, Kansas",70.300001
976,"Stanton County, Kansas",68.900001
977,"Stevens County, Kansas",72.2
978,"Sumner County, Kansas",73.799998
979,"Thomas County, Kansas",84.200001
980,"Trego County, Kansas",86.000001
981,"Wabaunsee County, Kansas",75.599998
982,"Wallace County, Kansas",77.600002
983,"Washington County, Kansas",68.799996
984,"Wichita County, Kansas",76.199996
985,"Wilson County, Kansas",62.900001
986,"Woodson County, Kansas",61.6
987,"Wyandotte County, Kansas",71.899998
988,"Adair County, Kentucky",66.60000099999999
989,"Allen County, Kentucky",65.600002
990,"Anderson County, Kentucky",75.099999
991,"Ballard County, Kentucky",70.600003
992,"Barren County, Kentucky",76.300001
993,"Bath County, Kentucky",69.200003
994,"Bell County, Kentucky",60.600001000000006
995,"Boone County, Kentucky",89.200002
996,"Bourbon County, Kentucky",68.599999
997,"Boyd County, Kentucky",77.3
998,"Boyle County, Kentucky",75.199997
999,"Bracken County, Kentucky",65.50000299999999
1000,"Breathitt County, Kentucky",60.699999000000005
1001,"Breckinridge County, Kentucky",69.400001
1002,"Bullitt County, Kentucky",81.200004
1003,"Butler County, Kentucky",63.299996
1004,"Caldwell County, Kentucky",73.199999
1005,"Calloway County, Kentucky",76.999998
1006,"Campbell County, Kentucky",79.2
1007,"Carlisle County, Kentucky",71.700001
1008,"Carroll County, Kentucky",61.699998
1009,"Carter County, Kentucky",58.599997
1010,"Casey County, Kentucky",66.60000099999999
1011,"Christian County, Kentucky",71.99999700000001
1012,"Clark County, Kentucky",75.0
1013,"Clay County, Kentucky",69.400001
1014,"Clinton County, Kentucky",51.699996000000006
1015,"Crittenden County, Kentucky",60.100001000000006
1016,"Cumberland County, Kentucky",61.199999000000005
1017,"Daviess County, Kentucky",78.999996
1018,"Edmonson County, Kentucky",73.400003
1019,"Elliott County, Kentucky",63.200003
1020,"Estill County, Kentucky",63.999998999999995
1021,"Fayette County, Kentucky",84.200001
1022,"Fleming County, Kentucky",70.39999999999999
1023,"Floyd County, Kentucky",68.000001
1024,"Franklin County, Kentucky",79.399997
1025,"Fulton County, Kentucky",61.500001000000005
1026,"Gallatin County, Kentucky",65.50000299999999
1027,"Garrard County, Kentucky",74.000001
1028,"Grant County, Kentucky",66.60000099999999
1029,"Graves County, Kentucky",69.499999
1030,"Grayson County, Kentucky",64.399999
1031,"Green County, Kentucky",65.200001
1032,"Greenup County, Kentucky",77.499998
1033,"Hancock County, Kentucky",75.199997
1034,"Hardin County, Kentucky",76.899999
1035,"Harlan County, Kentucky",63.0
1036,"Harrison County, Kentucky",65.89999800000001
1037,"Hart County, Kentucky",66.7
1038,"Henderson County, Kentucky",72.600001
1039,"Henry County, Kentucky",68.199998
1040,"Hickman County, Kentucky",58.599997
1041,"Hopkins County, Kentucky",69.400001
1042,"Jackson County, Kentucky",65.100002
1043,"Jefferson County, Kentucky",80.500001
1044,"Jessamine County, Kentucky",81.799996
1045,"Johnson County, Kentucky",73.699999
1046,"Kenton County, Kentucky",83.100003
1047,"Knott County, Kentucky",63.0
1048,"Knox County, Kentucky",52.999997
1049,"Larue County, Kentucky",69.800001
1050,"Laurel County, Kentucky",72.400004
1051,"Lawrence County, Kentucky",63.700002
1052,"Lee County, Kentucky",54.2
1053,"Leslie County, Kentucky",62.5
1054,"Letcher County, Kentucky",67.199999
1055,"Lewis County, Kentucky",64.500004
1056,"Lincoln County, Kentucky",63.499998999999995
1057,"Livingston County, Kentucky",65.799999
1058,"Logan County, Kentucky",62.099999
1059,"Lyon County, Kentucky",68.599999
1060,"Madison County, Kentucky",77.999997
1061,"Magoffin County, Kentucky",66.900003
1062,"Marion County, Kentucky",66.499996
1063,"Marshall County, Kentucky",77.700001
1064,"Martin County, Kentucky",69.099998
1065,"Mason County, Kentucky",70.199996
1066,"McCracken County, Kentucky",75.300002
1067,"McCreary County, Kentucky",52.70000099999999
1068,"McLean County, Kentucky",70.99999799999999
1069,"Meade County, Kentucky",83.39999900000001
1070,"Menifee County, Kentucky",64.8
1071,"Mercer County, Kentucky",74.1
1072,"Metcalfe County, Kentucky",73.100001
1073,"Monroe County, Kentucky",64.099997
1074,"Montgomery County, Kentucky",71.100003
1075,"Morgan County, Kentucky",67.199999
1076,"Muhlenberg County, Kentucky",69.400001
1077,"Nelson County, Kentucky",78.60000099999999
1078,"Nicholas County, Kentucky",59.500003
1079,"Ohio County, Kentucky",68.599999
1080,"Oldham County, Kentucky",90.199995
1081,"Owen County, Kentucky",58.3
1082,"Owsley County, Kentucky",61.400002
1083,"Pendleton County, Kentucky",67.699999
1084,"Perry County, Kentucky",70.99999799999999
1085,"Pike County, Kentucky",71.60000199999999
1086,"Powell County, Kentucky",60.600001000000006
1087,"Pulaski County, Kentucky",67.500001
1088,"Robertson County, Kentucky",48.099998
1089,"Rockcastle County, Kentucky",64.700001
1090,"Rowan County, Kentucky",80.599999
1091,"Russell County, Kentucky",60.89999699999999
1092,"Scott County, Kentucky",83.299994
1093,"Shelby County, Kentucky",77.900004
1094,"Simpson County, Kentucky",69.89999999999999
1095,"Spencer County, Kentucky",87.900001
1096,"Taylor County, Kentucky",74.300003
1097,"Todd County, Kentucky",55.1
1098,"Trigg County, Kentucky",67.500001
1099,"Trimble County, Kentucky",66.7
1100,"Union County, Kentucky",69.700003
1101,"Warren County, Kentucky",81.799996
1102,"Washington County, Kentucky",66.399997
1103,"Wayne County, Kentucky",58.499998
1104,"Webster County, Kentucky",62.400001
1105,"Whitley County, Kentucky",62.199998
1106,"Wolfe County, Kentucky",55.599999
1107,"Woodford County, Kentucky",82.099998
1108,"Acadia Parish, Louisiana",70.89999900000001
1109,"Allen Parish, Louisiana",69.0
1110,"Ascension Parish, Louisiana",84.7
1111,"Assumption Parish, Louisiana",68.599999
1112,"Avoyelles Parish, Louisiana",64.899999
1113,"Beauregard Parish, Louisiana",73.299998
1114,"Bienville Parish, Louisiana",62.299997
1115,"Bossier Parish, Louisiana",66.799998
1116,"Caddo Parish, Louisiana",68.900001
1117,"Calcasieu Parish, Louisiana",73.000002
1118,"Caldwell Parish, Louisiana",58.700001
1119,"Cameron Parish, Louisiana",70.8
1120,"Catahoula Parish, Louisiana",57.499999
1121,"Claiborne Parish, Louisiana",46.000001000000005
1122,"Concordia Parish, Louisiana",58.700001
1123,"De Soto Parish, Louisiana",65.50000299999999
1124,"East Baton Rouge Parish, Louisiana",80.000001
1125,"East Carroll Parish, Louisiana",32.800001
1126,"East Feliciana Parish, Louisiana",58.8
1127,"Evangeline Parish, Louisiana",62.099999
1128,"Franklin Parish, Louisiana",46.399998999999994
1129,"Grant Parish, Louisiana",60.29999900000001
1130,"Iberia Parish, Louisiana",72.499996
1131,"Iberville Parish, Louisiana",71.3
1132,"Jackson Parish, Louisiana",70.000005
1133,"Jefferson Davis Parish, Louisiana",68.400002
1134,"Jefferson Parish, Louisiana",75.300002
1135,"La Salle Parish, Louisiana",68.5
1136,"Lafayette Parish, Louisiana",82.599998
1137,"Lafourche Parish, Louisiana",75.099999
1138,"Lincoln Parish, Louisiana",79.500008
1139,"Livingston Parish, Louisiana",78.499997
1140,"Madison Parish, Louisiana",44.499999
1141,"Morehouse Parish, Louisiana",50.800002
1142,"Natchitoches Parish, Louisiana",56.400001
1143,"Orleans Parish, Louisiana",69.599998
1144,"Ouachita Parish, Louisiana",69.89999999999999
1145,"Plaquemines Parish, Louisiana",77.499998
1146,"Pointe Coupee Parish, Louisiana",66.999996
1147,"Rapides Parish, Louisiana",75.800002
1148,"Red River Parish, Louisiana",63.999998999999995
1149,"Richland Parish, Louisiana",49.000001
1150,"Sabine Parish, Louisiana",54.299998
1151,"St. Bernard Parish, Louisiana",72.799999
1152,"St. Charles Parish, Louisiana",81.399995
1153,"St. Helena Parish, Louisiana",56.300002000000006
1154,"St. James Parish, Louisiana",71.3
1155,"St. John the Baptist Parish, Louisiana",72.7
1156,"St. Landry Parish, Louisiana",63.700002
1157,"St. Martin Parish, Louisiana",72.10000199999999
1158,"St. Mary Parish, Louisiana",68.299997
1159,"St. Tammany Parish, Louisiana",84.800005
1160,"Tangipahoa Parish, Louisiana",75.9
1161,"Tensas Parish, Louisiana",40.899998
1162,"Terrebonne Parish, Louisiana",71.99999700000001
1163,"Union Parish, Louisiana",51.499998999999995
1164,"Vermilion Parish, Louisiana",75.599998
1165,"Vernon Parish, Louisiana",73.199999
1166,"Washington Parish, Louisiana",59.399998
1167,"Webster Parish, Louisiana",48.799998
1168,"West Baton Rouge Parish, Louisiana",76.199996
1169,"West Carroll Parish, Louisiana",43.5
1170,"West Feliciana Parish, Louisiana",65.3
1171,"Winn Parish, Louisiana",68.900001
1172,"Androscoggin County, Maine",79.2
1173,"Aroostook County, Maine",69.300002
1174,"Cumberland County, Maine",85.899997
1175,"Franklin County, Maine",75.599998
1176,"Hancock County, Maine",78.499997
1177,"Kennebec County, Maine",79.500008
1178,"Knox County, Maine",81.399995
1179,"Lincoln County, Maine",77.900004
1180,"Oxford County, Maine",73.699999
1181,"Penobscot County, Maine",79.10000099999999
1182,"Piscataquis County, Maine",67.60000000000001
1183,"Sagadahoc County, Maine",82.400006
1184,"Somerset County, Maine",72.799999
1185,"Waldo County, Maine",77.499998
1186,"Washington County, Maine",71.100003
1187,"York County, Maine",83.700001
1188,"Allegany County, Maryland",72.7
1189,"Anne Arundel County, Maryland",89.499998
1190,"Baltimore County, Maryland",84.800005
1191,"Baltimore city, Maryland",72.299999
1192,"Calvert County, Maryland",88.4
1193,"Caroline County, Maryland",76.499999
1194,"Carroll County, Maryland",85.2
1195,"Cecil County, Maryland",79.899997
1196,"Charles County, Maryland",85.500002
1197,"Dorchester County, Maryland",73.199999
1198,"Frederick County, Maryland",87.0
1199,"Garrett County, Maryland",73.199999
1200,"Harford County, Maryland",86.6
1201,"Howard County, Maryland",93.200004
1202,"Kent County, Maryland",73.000002
1203,"Montgomery County, Maryland",90.699995
1204,"Prince George's County, Maryland",85.500002
1205,"Queen Anne's County, Maryland",86.200005
1206,"Somerset County, Maryland",68.299997
1207,"St. Mary's County, Maryland",81.700003
1208,"Talbot County, Maryland",83.100003
1209,"Washington County, Maryland",74.699998
1210,"Wicomico County, Maryland",77.3
1211,"Worcester County, Maryland",79.60000000000001
1212,"Barnstable County, Massachusetts",85.399997
1213,"Berkshire County, Massachusetts",80.599999
1214,"Bristol County, Massachusetts",79.800004
1215,"Dukes County, Massachusetts",77.700001
1216,"Essex County, Massachusetts",84.200001
1217,"Franklin County, Massachusetts",80.199999
1218,"Hampden County, Massachusetts",77.100003
1219,"Hampshire County, Massachusetts",86.399996
1220,"Middlesex County, Massachusetts",88.20000300000001
1221,"Nantucket County, Massachusetts",91.899997
1222,"Norfolk County, Massachusetts",88.600004
1223,"Plymouth County, Massachusetts",86.899996
1224,"Suffolk County, Massachusetts",82.79999500000001
1225,"Worcester County, Massachusetts",83.99999700000001
1226,"Alcona County, Michigan",68.599999
1227,"Alger County, Michigan",71.200001
1228,"Allegan County, Michigan",75.599998
1229,"Alpena County, Michigan",74.1
1230,"Antrim County, Michigan",76.300001
1231,"Arenac County, Michigan",65.999997
1232,"Baraga County, Michigan",71.3
1233,"Barry County, Michigan",77.700001
1234,"Bay County, Michigan",78.299993
1235,"Benzie County, Michigan",80.800003
1236,"Berrien County, Michigan",73.400003
1237,"Branch County, Michigan",74.800003
1238,"Calhoun County, Michigan",75.800002
1239,"Cass County, Michigan",76.100004
1240,"Charlevoix County, Michigan",77.399999
1241,"Cheboygan County, Michigan",71.700001
1242,"Chippewa County, Michigan",75.099999
1243,"Clare County, Michigan",68.299997
1244,"Clinton County, Michigan",84.200001
1245,"Crawford County, Michigan",78.400004
1246,"Delta County, Michigan",73.699999
1247,"Dickinson County, Michigan",74.1
1248,"Eaton County, Michigan",81.799996
1249,"Emmet County, Michigan",79.60000000000001
1250,"Genesee County, Michigan",74.800003
1251,"Gladwin County, Michigan",65.700001
1252,"Gogebic County, Michigan",62.199998
1253,"Grand Traverse County, Michigan",84.10000199999999
1254,"Gratiot County, Michigan",67.699999
1255,"Hillsdale County, Michigan",70.699996
1256,"Houghton County, Michigan",76.999998
1257,"Huron County, Michigan",69.599998
1258,"Ingham County, Michigan",80.10000000000001
1259,"Ionia County, Michigan",77.3
1260,"Iosco County, Michigan",74.900001
1261,"Iron County, Michigan",61.300003999999994
1262,"Isabella County, Michigan",73.299998
1263,"Jackson County, Michigan",77.700001
1264,"Kalamazoo County, Michigan",84.899998
1265,"Kalkaska County, Michigan",70.500004
1266,"Kent County, Michigan",84.300005
1267,"Keweenaw County, Michigan",66.60000099999999
1268,"Lake County, Michigan",60.399997000000006
1269,"Lapeer County, Michigan",78.800005
1270,"Leelanau County, Michigan",83.299994
1271,"Lenawee County, Michigan",79.300004
1272,"Livingston County, Michigan",85.69999299999999
1273,"Luce County, Michigan",70.000005
1274,"Mackinac County, Michigan",70.300001
1275,"Macomb County, Michigan",83.600003
1276,"Manistee County, Michigan",74.699998
1277,"Marquette County, Michigan",76.899999
1278,"Mason County, Michigan",73.299998
1279,"Mecosta County, Michigan",73.299998
1280,"Menominee County, Michigan",71.700001
1281,"Midland County, Michigan",79.899997
1282,"Missaukee County, Michigan",71.3
1283,"Monroe County, Michigan",79.800004
1284,"Montcalm County, Michigan",69.599998
1285,"Montmorency County, Michigan",69.599998
1286,"Muskegon County, Michigan",76.499999
1287,"Newaygo County, Michigan",67.900002
1288,"Oakland County, Michigan",87.20000399999999
1289,"Oceana County, Michigan",69.200003
1290,"Ogemaw County, Michigan",70.99999799999999
1291,"Ontonagon County, Michigan",64.599997
1292,"Osceola County, Michigan",65.100002
1293,"Oscoda County, Michigan",62.400001
1294,"Otsego County, Michigan",79.300004
1295,"Ottawa County, Michigan",84.60000199999999
1296,"Presque Isle County, Michigan",67.60000000000001
1297,"Roscommon County, Michigan",76.300001
1298,"Saginaw County, Michigan",75.800002
1299,"Sanilac County, Michigan",69.0
1300,"Schoolcraft County, Michigan",69.0
1301,"Shiawassee County, Michigan",77.499998
1302,"St. Clair County, Michigan",80.500001
1303,"St. Joseph County, Michigan",74.5
1304,"Tuscola County, Michigan",71.700001
1305,"Van Buren County, Michigan",74.399996
1306,"Washtenaw County, Michigan",87.5
1307,"Wayne County, Michigan",72.10000199999999
1308,"Wexford County, Michigan",70.600003
1309,"Aitkin County, Minnesota",70.99999799999999
1310,"Anoka County, Minnesota",87.599999
1311,"Becker County, Minnesota",76.999998
1312,"Beltrami County, Minnesota",78.7
1313,"Benton County, Minnesota",80.10000000000001
1314,"Big Stone County, Minnesota",71.899998
1315,"Blue Earth County, Minnesota",84.49999700000001
1316,"Brown County, Minnesota",78.299993
1317,"Carlton County, Minnesota",73.100001
1318,"Carver County, Minnesota",89.100003
1319,"Cass County, Minnesota",75.800002
1320,"Chippewa County, Minnesota",73.400003
1321,"Chisago County, Minnesota",84.300005
1322,"Clay County, Minnesota",78.499997
1323,"Clearwater County, Minnesota",71.60000199999999
1324,"Cook County, Minnesota",78.299993
1325,"Cottonwood County, Minnesota",73.199999
1326,"Crow Wing County, Minnesota",81.300002
1327,"Dakota County, Minnesota",88.4
1328,"Dodge County, Minnesota",84.800005
1329,"Douglas County, Minnesota",76.999998
1330,"Faribault County, Minnesota",72.900003
1331,"Fillmore County, Minnesota",74.20000399999999
1332,"Freeborn County, Minnesota",75.099999
1333,"Goodhue County, Minnesota",81.200004
1334,"Grant County, Minnesota",74.5
1335,"Hennepin County, Minnesota",85.300004
1336,"Houston County, Minnesota",80.599999
1337,"Hubbard County, Minnesota",77.8
1338,"Isanti County, Minnesota",80.000001
1339,"Itasca County, Minnesota",75.999999
1340,"Jackson County, Minnesota",76.100004
1341,"Kanabec County, Minnesota",72.299999
1342,"Kandiyohi County, Minnesota",79.300004
1343,"Kittson County, Minnesota",58.400005
1344,"Koochiching County, Minnesota",71.99999700000001
1345,"Lac qui Parle County, Minnesota",76.199996
1346,"Lake County, Minnesota",78.400004
1347,"Lake of the Woods County, Minnesota",45.699999000000005
1348,"Le Sueur County, Minnesota",78.60000099999999
1349,"Lincoln County, Minnesota",68.799996
1350,"Lyon County, Minnesota",81.700003
1351,"Mahnomen County, Minnesota",66.999996
1352,"Marshall County, Minnesota",72.499996
1353,"Martin County, Minnesota",76.800001
1354,"McLeod County, Minnesota",81.399995
1355,"Meeker County, Minnesota",74.399996
1356,"Mille Lacs County, Minnesota",75.0
1357,"Morrison County, Minnesota",73.899996
1358,"Mower County, Minnesota",77.399999
1359,"Murray County, Minnesota",75.0
1360,"Nicollet County, Minnesota",83.299994
1361,"Nobles County, Minnesota",73.699999
1362,"Norman County, Minnesota",65.3
1363,"Olmsted County, Minnesota",86.1
1364,"Otter Tail County, Minnesota",73.299998
1365,"Pennington County, Minnesota",76.700002
1366,"Pine County, Minnesota",68.799996
1367,"Pipestone County, Minnesota",74.699998
1368,"Polk County, Minnesota",78.800005
1369,"Pope County, Minnesota",73.500001
1370,"Ramsey County, Minnesota",84.49999700000001
1371,"Red Lake County, Minnesota",74.800003
1372,"Redwood County, Minnesota",69.599998
1373,"Renville County, Minnesota",66.2
1374,"Rice County, Minnesota",81.900007
1375,"Rock County, Minnesota",78.60000099999999
1376,"Roseau County, Minnesota",59.399998
1377,"Scott County, Minnesota",89.399999
1378,"Sherburne County, Minnesota",86.899996
1379,"Sibley County, Minnesota",72.900003
1380,"St. Louis County, Minnesota",76.499999
1381,"Stearns County, Minnesota",80.700004
1382,"Steele County, Minnesota",81.700003
1383,"Stevens County, Minnesota",78.099996
1384,"Swift County, Minnesota",71.99999700000001
1385,"Todd County, Minnesota",69.700003
1386,"Traverse County, Minnesota",73.899996
1387,"Wabasha County, Minnesota",80.399996
1388,"Wadena County, Minnesota",71.799999
1389,"Waseca County, Minnesota",81.099999
1390,"Washington County, Minnesota",90.300006
1391,"Watonwan County, Minnesota",66.7
1392,"Wilkin County, Minnesota",74.699998
1393,"Winona County, Minnesota",81.099999
1394,"Wright County, Minnesota",84.899998
