,Name,Crime_rate
1361,"Polk County, Wisconsin",216.211243
1362,"St. Bernard Parish, Louisiana",216.1814084
1363,"Nevada County, Arkansas",215.9336288
1364,"Lebanon County, Pennsylvania",215.5204228
1365,"Colusa County, California",215.3759715
1366,"Anderson County, Kansas",215.2716221
1367,"Pulaski County, Indiana",215.2687015
1368,"Adair County, Missouri",215.0789926
1369,"Big Horn County, Montana",214.6909983
1370,"Powell County, Montana",214.5002145
1371,"Isabella County, Michigan",214.3790107
1372,"Simpson County, Kentucky",213.5671331
1373,"Runnels County, Texas",213.405762
1374,"Hale County, Texas",212.5041942
1375,"Lyon County, Kansas",211.8770516
1376,"Sedgwick County, Colorado",211.8644068
1377,"Dawson County, Montana",211.7522499
1378,"Middlesex County, Massachusetts",211.2954517
1379,"Ketchikan Gateway Borough, Alaska",211.2316993
1380,"Tyler County, West Virginia",211.2284603
1381,"Okanogan County, Washington",211.2009322
1382,"Thurston County, Washington",211.1377045
1383,"Blount County, Alabama",210.8100636
1384,"Clark County, Washington",210.6724168
1385,"Grant County, North Dakota",210.3491796
1386,"Cumberland County, Illinois",210.2568791
1387,"Piscataquis County, Maine",210.2312544
1388,"Onslow County, North Carolina",210.0205161
1389,"Dent County, Missouri",209.7902098
1390,"Baker County, Georgia",209.5181084
1391,"Jefferson County, Washington",209.4693443
1392,"Custer County, Montana",209.1875157
1393,"Pulaski County, Virginia",208.6533167
1394,"Zapata County, Texas",208.4781098
1395,"Pamlico County, North Carolina",208.4459199
1396,"Nowata County, Oklahoma",208.4320227
1397,"Iosco County, Michigan",208.4234535
1398,"New London County, Connecticut",208.2801386
1399,"Spotsylvania County, Virginia",208.0912146
1400,"Washington County, Texas",207.9245615
1401,"Whatcom County, Washington",207.8961779
1402,"Dinwiddie County, Virginia",207.8555046
1403,"Brantley County, Georgia",207.741089
1404,"Belknap County, New Hampshire",207.7136543
1405,"Camden County, Missouri",207.4688797
1406,"Brooks County, Texas",207.2682051
1407,"Henderson County, Kentucky",207.1331478
1408,"Stearns County, Minnesota",207.1114852
1409,"Morton County, North Dakota",206.96792
1410,"Crowley County, Colorado",206.6892146
1411,"Ada County, Idaho",206.5004418
1412,"Lewis County, Washington",206.4437075
1413,"Oakland County, Michigan",206.391478
1414,"Marion County, Ohio",206.357636
1415,"Weber County, Utah",206.2728755
1416,"Teller County, Colorado",206.2298604
1417,"Wabash County, Illinois",205.7436777
1418,"Lenawee County, Michigan",205.6700407
1419,"Polk County, Texas",205.2849967
1420,"Johnson County, Arkansas",205.0607444
1421,"Brule County, South Dakota",204.9944092
1422,"Logan County, Colorado",204.8997773
1423,"Roberts County, South Dakota",204.8580626
1424,"Pushmataha County, Oklahoma",204.7538503
1425,"Roane County, West Virginia",204.6943231
1426,"Comanche County, Kansas",204.6035806
1427,"Murray County, Oklahoma",204.2007001
1428,"Schuylkill County, Pennsylvania",204.192758
1429,"Fayette County, Tennessee",204.1871285
1430,"Brown County, Illinois",204.0816327
1431,"Amelia County, Virginia",204.0015692
1432,"St. Clair County, Alabama",203.9208416
1433,"Branch County, Michigan",203.8992875
1434,"Lincoln County, Oklahoma",203.7786382
1435,"Kiowa County, Oklahoma",203.4043464
1436,"Ellsworth County, Kansas",203.1884964
1437,"Montgomery County, North Carolina",203.1119655
1438,"Humphreys County, Tennessee",202.817519
1439,"Pine County, Minnesota",202.7212754
1440,"Titus County, Texas",202.5720512
1441,"Harrison County, Mississippi",202.5445293
1442,"Greene County, New York",202.2495099
1443,"Clay County, Kansas",202.2364977
1444,"Coffey County, Kansas",202.0922492
1445,"Izard County, Arkansas",201.9748654
1446,"Jefferson County, Missouri",201.9006667
1447,"Bedford city, Virginia",201.7484869
1448,"Van Buren County, Iowa",201.7213556
1449,"Hays County, Texas",201.6747526
1450,"Carroll County, Ohio",201.5915119
1451,"Strafford County, New Hampshire",201.4559405
1452,"Ravalli County, Montana",200.8671582
1453,"Greene County, Pennsylvania",200.856282
1454,"Allegan County, Michigan",200.8335481
1455,"Snohomish County, Washington",200.8277105
1456,"Catoosa County, Georgia",200.5787693
1457,"Owyhee County, Idaho",200.488145
1458,"McCracken County, Kentucky",200.3885396
1459,"Richland County, Ohio",200.3728248
1460,"McDonough County, Illinois",200.2217841
1461,"Crawford County, Missouri",199.6495946
1462,"Lunenburg County, Virginia",199.5689311
1463,"Kenosha County, Wisconsin",199.0975041
1464,"Swift County, Minnesota",199.0362455
1465,"Cochran County, Texas",198.938992
1466,"Taylor County, Kentucky",198.791026
1467,"White County, Arkansas",198.7691602
1468,"Moore County, North Carolina",198.7181587
1469,"Kenton County, Kentucky",198.5963407
1470,"Warren County, Kentucky",198.5300329
1471,"Ventura County, California",198.1848932
1472,"Walsh County, North Dakota",198.1268012
1473,"Stoddard County, Missouri",198.1195433
1474,"Miami County, Kansas",197.9594944
1475,"Wilson County, Kansas",197.693575
1476,"Beaver County, Oklahoma",197.6284585
1477,"Linn County, Iowa",197.120924
1478,"Archuleta County, Colorado",196.8181073
1479,"Pinal County, Arizona",196.481315
1480,"Mahaska County, Iowa",196.2796092
1481,"Grays Harbor County, Washington",195.5598075
1482,"Washington County, Pennsylvania",195.4794771
1483,"Ness County, Kansas",195.2489424
1484,"Mineral County, Nevada",195.0585176
1485,"Bremer County, Iowa",194.9317739
1486,"Gilchrist County, Florida",194.9087473
1487,"Tuolumne County, California",194.8992093
1488,"Otsego County, Michigan",194.7863567
1489,"Muskingum County, Ohio",194.7648156
1490,"Herkimer County, New York",194.7616896
1491,"Sussex County, Virginia",194.7502117
1492,"Logan County, Arkansas",194.7287383
1493,"Cherokee County, North Carolina",194.7240797
1494,"Northampton County, Pennsylvania",194.4688133
1495,"Skagit County, Washington",194.383904
1496,"Berrien County, Georgia",194.2461151
1497,"Austin County, Texas",194.1276389
1498,"Clark County, Kentucky",193.7440332
1499,"Cherokee County, Oklahoma",193.6814045
1500,"Guadalupe County, Texas",193.4587207
1501,"Cleburne County, Alabama",193.4106976
1502,"Fannin County, Texas",193.1132832
1503,"Braxton County, West Virginia",193.076817
1504,"Cumberland County, Virginia",193.06981
1505,"Edgefield County, South Carolina",192.9187472
1506,"Macon County, Georgia",192.7332429
1507,"Wright County, Iowa",192.7227875
1508,"Coosa County, Alabama",192.6959075
1509,"Pickens County, Georgia",192.6717144
1510,"Cooper County, Missouri",192.6673089
1511,"Ross County, Ohio",192.5298421
1512,"Juneau County, Wisconsin",192.1121031
1513,"Queen Anne's County, Maryland",191.6853886
1514,"Dodge County, Minnesota",191.6556096
1515,"Refugio County, Texas",191.6495551
1516,"Hamilton County, Kansas",191.6443082
1517,"Roscommon County, Michigan",191.5549263
1518,"Davidson County, North Carolina",191.5310244
1519,"Dukes County, Massachusetts",191.2378303
1520,"Marion County, Mississippi",190.9854851
1521,"Caribou County, Idaho",190.9518214
1522,"Rabun County, Georgia",190.9454881
1523,"Hillsdale County, Michigan",190.8852303
1524,"Calhoun County, Arkansas",190.8032818
1525,"Redwood County, Minnesota",190.5487805
1526,"Franklin County, Vermont",190.4998551
1527,"Howard County, Maryland",190.4261606
1528,"Columbia County, Arkansas",190.3658335
1529,"Pierce County, Wisconsin",190.3553299
1530,"Cattaraugus County, New York",190.1333469
1531,"Accomack County, Virginia",190.0567153
1532,"Brown County, South Dakota",189.9385338
1533,"Rains County, Texas",189.7876186
1534,"Marin County, California",189.6541714
1535,"Winnebago County, Wisconsin",189.3347332
1536,"Koochiching County, Minnesota",189.3078904
1537,"Butte County, Idaho",189.2505678
1538,"Floyd County, Indiana",188.8673207
1539,"Falls County, Texas",188.6468873
1540,"Lincoln County, Nebraska",188.6216749
1541,"Sampson County, North Carolina",188.6204209
1542,"Crane County, Texas",188.5606537
1543,"Dawson County, Texas",188.26937
1544,"Warren County, New York",188.2547408
1545,"Hettinger County, North Dakota",187.9699248
1546,"Cass County, Missouri",187.7962262
1547,"Sawyer County, Wisconsin",187.7308787
1548,"Natrona County, Wyoming",187.7168933
1549,"Okmulgee County, Oklahoma",187.6362899
1550,"Franklin County, Missouri",187.5933056
1551,"Wheatland County, Montana",187.4414246
1552,"Moody County, South Dakota",187.3828857
1553,"Lawrence County, Ohio",187.3475782
1554,"Haskell County, Texas",187.2340426
1555,"Monroe County, Iowa",187.2191712
1556,"White County, Georgia",187.0705472
1557,"Churchill County, Nevada",187.0091011
1558,"Bonneville County, Idaho",186.9471804
1559,"Gallatin County, Montana",186.8665541
1560,"Campbell County, Kentucky",186.8378248
1561,"Marshall County, Alabama",186.7876741
1562,"Van Zandt County, Texas",186.7342467
1563,"Erie County, Ohio",186.7241742
1564,"Blanco County, Texas",186.5149678
1565,"Floyd County, Iowa",186.4280388
1566,"Coos County, Oregon",186.2496387
1567,"Menard County, Texas",186.2197393
1568,"Gooding County, Idaho",185.6763926
1569,"McIntosh County, Oklahoma",185.4291709
1570,"Montcalm County, Michigan",185.4052769
1571,"Lafourche Parish, Louisiana",185.2976601
1572,"Carroll County, New Hampshire",185.2670583
1573,"Placer County, California",185.130231
1574,"Norfolk County, Massachusetts",185.0823347
1575,"Box Elder County, Utah",185.0612277
1576,"Coryell County, Texas",185.0587988
1577,"St. Tammany Parish, Louisiana",184.8695803
1578,"Montgomery County, Maryland",184.719434
1579,"Sandusky County, Ohio",184.6983261
1580,"Taos County, New Mexico",184.6526411
1581,"Mecklenburg County, Virginia",184.560555
1582,"Valdez-Cordova Census Area, Alaska",184.3695585
1583,"Henry County, Georgia",184.248418
1584,"Cameron County, Pennsylvania",184.1997544
1585,"Lee County, North Carolina",184.1834534
1586,"Cherokee County, Iowa",184.1774801
1587,"Lincoln County, Colorado",184.1620626
1588,"Perquimans County, North Carolina",183.810014
1589,"Stafford County, Kansas",183.5283322
1590,"Adams County, Nebraska",183.4862385
1591,"Lampasas County, Texas",182.9690436
1592,"Bee County, Texas",182.9324065
1593,"Routt County, Colorado",182.8775571
1594,"Scott County, Arkansas",182.6484018
1595,"Carroll County, Maryland",182.6167912
1596,"Beauregard Parish, Louisiana",182.4867974
1597,"Whiteside County, Illinois",182.4278541
1598,"Ward County, North Dakota",182.3797617
1599,"Sevier County, Utah",182.2367159
1600,"Fairbanks North Star Borough, Alaska",182.2055837
1601,"Alpena County, Michigan",182.1869307
1602,"La Plata County, Colorado",182.0433901
1603,"Nassau County, New York",182.0069726
1604,"Union County, Illinois",181.9939715
1605,"Lake County, Ohio",181.8521951
1606,"Otero County, Colorado",181.7890178
1607,"Jefferson County, New York",181.58388
1608,"Lycoming County, Pennsylvania",181.5783613
1609,"Mountrail County, North Dakota",181.3139932
1610,"Walworth County, South Dakota",181.0282404
1611,"Marshall County, Illinois",181.0252613
1612,"Mohave County, Arizona",180.7614638
1613,"Menominee County, Michigan",180.7406162
1614,"Upson County, Georgia",180.6820748
1615,"Hamilton County, Texas",180.5054152
1616,"Phillips County, Kansas",180.5054152
1617,"Clay County, Tennessee",180.0874711
1618,"Morgan County, Georgia",179.9673809
1619,"Stanly County, North Carolina",179.7641626
1620,"Rogers County, Oklahoma",179.6864472
1621,"Teton County, Wyoming",179.6299623
1622,"Johnston County, North Carolina",179.2467143
1623,"Burke County, North Carolina",179.2034906
1624,"Macoupin County, Illinois",179.1808874
1625,"Cayuga County, New York",178.6680423
1626,"Kimble County, Texas",178.5315778
1627,"Sevier County, Arkansas",178.5097317
1628,"McIntosh County, Georgia",178.4821875
1629,"Alamosa County, Colorado",178.4285978
1630,"Gage County, Nebraska",178.3754116
1631,"Webster County, Missouri",178.2482312
1632,"Douglas County, Missouri",177.5804661
1633,"Barbour County, Alabama",177.2787709
1634,"Henrico County, Virginia",177.0183704
1635,"Unicoi County, Tennessee",176.9715739
1636,"Montrose County, Colorado",176.8476899
1637,"Shelby County, Alabama",176.8047801
1638,"Monmouth County, New Jersey",176.5998806
1639,"Staunton city, Virginia",176.5913758
1640,"Rutland County, Vermont",176.5035796
1641,"Cass County, Iowa",176.4965436
1642,"Delaware County, Oklahoma",176.4265171
1643,"La Salle County, Texas",176.4147103
1644,"Neshoba County, Mississippi",176.2293693
1645,"Henderson County, North Carolina",176.1913456
1646,"Comanche County, Texas",176.1726492
1647,"Taliaferro County, Georgia",176.1597181
1648,"Montgomery County, Kentucky",176.1403251
1649,"Fulton County, Illinois",176.0854014
1650,"Davie County, North Carolina",175.6750253
1651,"Fayette County, Iowa",175.5926251
1652,"Coleman County, Texas",175.5823481
1653,"Dallas County, Missouri",175.3855458
1654,"Audrain County, Missouri",175.3633919
1655,"Washington County, Missouri",174.7973939
1656,"Noble County, Oklahoma",174.7335314
1657,"Grand Traverse County, Michigan",174.4696456
1658,"Kosciusko County, Indiana",174.4417224
1659,"Eaton County, Michigan",174.4379223
1660,"Hopkins County, Texas",174.3286939
1661,"Palo Alto County, Iowa",174.1970604
1662,"Guernsey County, Ohio",174.0841659
1663,"Wheeler County, Texas",173.882803
1664,"Millard County, Utah",173.748223
1665,"Oneida County, Wisconsin",173.7229959
1666,"Columbia County, Washington",173.6111111
1667,"Christian County, Missouri",173.0552912
1668,"Bulloch County, Georgia",172.7188474
1669,"Iowa County, Wisconsin",172.638848
1670,"Towner County, North Dakota",172.6370306
1671,"Hall County, Georgia",172.5745027
1672,"Wise County, Virginia",172.4605189
1673,"Fayette County, Illinois",172.2574796
1674,"Jersey County, Illinois",172.2538757
1675,"Kandiyohi County, Minnesota",172.1292148
1676,"Deaf Smith County, Texas",172.0811389
1677,"Montgomery County, Pennsylvania",171.7185146
1678,"White County, Indiana",171.6668029
1679,"Ottawa County, Michigan",171.6165324
1680,"Caldwell County, Kentucky",171.5667161
1681,"Eagle County, Colorado",171.5592833
1682,"Washita County, Oklahoma",171.2622024
1683,"Burnet County, Texas",171.1430071
1684,"Newport County, Rhode Island",171.1227351
1685,"Huntingdon County, Pennsylvania",170.7007485
1686,"Charlotte County, Virginia",170.6623324
1687,"Harper County, Kansas",170.6484642
1688,"Monroe County, West Virginia",170.5851813
1689,"Costilla County, Colorado",170.5514497
1690,"La Crosse County, Wisconsin",170.5037142
1691,"Montgomery County, Texas",170.4942731
1692,"Stutsman County, North Dakota",170.4545455
1693,"Beaver County, Utah",170.3050008
1694,"Emmet County, Iowa",170.0680272
1695,"Brown County, Kansas",170.0510153
1696,"Sheboygan County, Wisconsin",169.6803049
1697,"Prairie County, Montana",169.6352841
1698,"Halifax County, Virginia",169.4867377
1699,"Martin County, Texas",169.4277108
1700,"Carter County, Tennessee",169.1722767
1701,"Perry County, Illinois",169.0501211
1702,"Daviess County, Kentucky",169.0117901
1703,"Boulder County, Colorado",169.0060894
1704,"Lincoln County, Missouri",168.956554
1705,"Olmsted County, Minnesota",168.8713763
1706,"Columbia County, New York",168.6936684
1707,"Lavaca County, Texas",168.5307186
1708,"Washington County, Utah",168.4709066
1709,"Randolph County, Missouri",168.40417
1710,"Bartholomew County, Indiana",168.369206
1711,"Kennebec County, Maine",168.3668416
1712,"Kenai Peninsula Borough, Alaska",167.9878209
1713,"Tazewell County, Virginia",167.7890393
1714,"Pocahontas County, Iowa",167.7383282
1715,"Stanley County, South Dakota",167.72895
1716,"Will County, Illinois",167.6847351
1717,"Phillips County, Montana",167.5041876
1718,"Virginia Beach city, Virginia",167.4548864
1719,"Duchesne County, Utah",167.4217057
1720,"Forrest County, Mississippi",167.4041968
1721,"Grainger County, Tennessee",167.3861334
1722,"Oscoda County, Michigan",167.0843776
1723,"Orange County, Indiana",166.8942497
1724,"Medina County, Texas",166.6701829
1725,"Stark County, North Dakota",166.5957748
1726,"Middlesex County, New Jersey",166.3612488
1727,"Baylor County, Texas",166.0210293
1728,"Lancaster County, Pennsylvania",165.9743202
1729,"Tuscola County, Michigan",165.8588725
1730,"Karnes County, Texas",165.7715006
1731,"Boyd County, Kentucky",165.6916091
1732,"Plaquemines Parish, Louisiana",165.6050955
1733,"Randolph County, North Carolina",165.5245937
1734,"Coweta County, Georgia",165.1899685
1735,"Atchison County, Missouri",165.1679207
1736,"Northampton County, Virginia",164.9484536
1737,"Nottoway County, Virginia",164.8386483
1738,"Lyon County, Minnesota",164.7898929
1739,"Perry County, Pennsylvania",164.6108599
1740,"Alexandria city, Virginia",164.5488005
1741,"LaPorte County, Indiana",164.4485582
1742,"Carroll County, Missouri",164.3475403
1743,"McClain County, Oklahoma",164.3340363
1744,"Lake County, Colorado",164.2485628
1745,"Acadia Parish, Louisiana",163.9765931
1746,"Marquette County, Michigan",163.9586411
1747,"Seneca County, New York",163.8001638
1748,"Madison County, Kentucky",163.5705106
1749,"Franklin County, Georgia",163.5694489
1750,"Langlade County, Wisconsin",163.4738186
1751,"Jessamine County, Kentucky",163.4345166
1752,"Fremont County, Wyoming",163.422606
1753,"Miller County, Missouri",163.3986928
1754,"Chattooga County, Georgia",163.0996897
1755,"Texas County, Oklahoma",163.0360944
1756,"Kane County, Illinois",162.8972411
1757,"Bryan County, Georgia",162.8615375
1758,"Appling County, Georgia",162.6898048
1759,"Oswego County, New York",162.5882062
1760,"Montgomery County, Indiana",162.4014459
1761,"McDowell County, North Carolina",162.3629368
1762,"Chester County, Pennsylvania",162.3261912
1763,"Johnson County, Wyoming",162.2624015
1764,"Searcy County, Arkansas",162.0341518
1765,"Dubuque County, Iowa",161.9695497
1766,"Shelby County, Missouri",161.8908855
1767,"Gem County, Idaho",161.8122977
1768,"Okfuskee County, Oklahoma",161.5900461
1769,"Denton County, Texas",161.4985751
1770,"Atascosa County, Texas",161.3827957
1771,"Outagamie County, Wisconsin",161.3573983
1772,"Oktibbeha County, Mississippi",161.0831311
1773,"Buchanan County, Virginia",161.03742
1774,"Jasper County, Iowa",161.0218062
1775,"Baraga County, Michigan",161.0120759
1776,"Beckham County, Oklahoma",160.7649025
1777,"Daviess County, Indiana",160.4591601
1778,"Nassau County, Florida",159.8203672
1779,"Crow Wing County, Minnesota",159.7899
1780,"Caldwell County, North Carolina",159.7755824
1781,"Eau Claire County, Wisconsin",159.7034642
1782,"Delaware County, Iowa",159.6897456
1783,"Roanoke County, Virginia",159.3173945
1784,"Fairfield County, Ohio",159.2025096
1785,"Ritchie County, West Virginia",158.8404646
1786,"Summit County, Utah",158.4991945
1787,"Gloucester County, New Jersey",158.4758755
1788,"Lapeer County, Michigan",158.39075
1789,"Dade County, Missouri",158.3531275
1790,"Jackson County, Iowa",158.2682391
1791,"Piatt County, Illinois",158.2182194
1792,"Ontonagon County, Michigan",158.1777918
1793,"Steuben County, New York",158.1348201
1794,"Buckingham County, Virginia",157.5630252
1795,"Alger County, Michigan",157.5299307
1796,"Valley County, Montana",157.2739187
1797,"Washington County, Oregon",157.1182495
1798,"Chippewa County, Minnesota",157.1156868
1799,"Borden County, Texas",156.9858713
1800,"Ferry County, Washington",156.9448077
1801,"Lincoln County, Wisconsin",156.8818854
1802,"Chelan County, Washington",156.826693
1803,"Madison County, Georgia",156.8236091
1804,"Foard County, Texas",156.6170713
1805,"Bleckley County, Georgia",156.6048078
1806,"Mifflin County, Pennsylvania",156.5985928
1807,"Long County, Georgia",156.400385
1808,"Iron County, Michigan",156.3042723
1809,"Fayette County, Ohio",156.25
1810,"Trinity County, California",156.1570494
1811,"Liberty County, Florida",155.7072703
1812,"Barry County, Michigan",155.6762611
1813,"Greenwood County, Kansas",155.6662516
1814,"Bolivar County, Mississippi",155.6580223
1815,"Chatham County, North Carolina",155.6490115
1816,"Westmoreland County, Pennsylvania",155.6132514
1817,"Fisher County, Texas",155.6016598
1818,"Bennington County, Vermont",155.4870564
1819,"West Feliciana Parish, Louisiana",155.4001554
1820,"Pitkin County, Colorado",155.3599171
1821,"Nez Perce County, Idaho",155.3300764
1822,"Rutherford County, North Carolina",155.3258857
1823,"Rockland County, New York",155.1870815
1824,"Arenac County, Michigan",154.9686834
1825,"Talbot County, Georgia",154.8946716
1826,"Meagher County, Montana",154.8786784
1827,"Summers County, West Virginia",154.8330015
1828,"Genesee County, New York",154.7414808
1829,"Ulster County, New York",154.697842
1830,"Johnston County, Oklahoma",154.6860783
1831,"Prowers County, Colorado",154.5846554
1832,"Rawlins County, Kansas",154.4998069
1833,"Hall County, Texas",154.3686323
1834,"Haines Borough, Alaska",154.3209877
1835,"Grady County, Georgia",154.2843579
1836,"Antrim County, Michigan",154.0436457
1837,"Dixon County, Nebraska",153.8198599
1838,"Monona County, Iowa",153.4919417
1839,"Hardin County, Texas",153.382536
1840,"Twiggs County, Georgia",153.2838109
1841,"Clarion County, Pennsylvania",153.2371345
1842,"Houston County, Texas",152.7650474
1843,"Delta County, Texas",152.7300496
1844,"Rio Grande County, Colorado",152.5036008
1845,"Oceana County, Michigan",152.4099829
1846,"Moniteau County, Missouri",152.4003048
1847,"Bertie County, North Carolina",152.3790798
1848,"Santa Rosa County, Florida",152.0832299
1849,"Limestone County, Alabama",151.9500253
1850,"Orange County, North Carolina",151.7612859
1851,"Currituck County, North Carolina",151.6642072
1852,"Spink County, South Dakota",151.2859304
1853,"Sullivan County, New Hampshire",151.2190583
1854,"Lake County, Illinois",151.0627736
1855,"Union County, Iowa",150.9973774
1856,"DeSoto County, Mississippi",150.9747979
1857,"Burlington County, New Jersey",150.8302317
1858,"Lincoln County, Idaho",150.5174036
1859,"Montgomery County, Missouri",150.4387798
1860,"Paulding County, Georgia",150.3912896
1861,"McLeod County, Minnesota",150.3424467
1862,"Kerr County, Texas",150.1411327
1863,"Jay County, Indiana",150.0234412
1864,"Marshall County, Kansas",149.970006
1865,"Latah County, Idaho",149.692736
1866,"Jackson County, Kansas",149.6333982
1867,"Johnson County, Kansas",149.2239824
1868,"Orleans County, New York",149.1653842
1869,"Simpson County, Mississippi",149.0909091
1870,"Jackson County, Georgia",149.0727999
1871,"Grant County, Indiana",149.0032694
1872,"Southampton County, Virginia",148.940865
1873,"Judith Basin County, Montana",148.8095238
1874,"McPherson County, Kansas",148.8044912
1875,"Pennington County, Minnesota",148.7462813
1876,"Culpeper County, Virginia",148.4352451
1877,"Concho County, Texas",148.40465
1878,"Shelby County, Ohio",148.3981135
1879,"Union County, Oregon",148.1365975
1880,"Bingham County, Idaho",147.9355266
1881,"Dickinson County, Kansas",147.8912744
1882,"Brazoria County, Texas",147.7704229
1883,"Todd County, Minnesota",147.6499057
1884,"Gasconade County, Missouri",147.6410979
1885,"Collin County, Texas",147.640674
1886,"Marion County, Iowa",147.3595573
1887,"Pend Oreille County, Washington",147.3325062
1888,"Young County, Texas",147.2111662
1889,"Iowa County, Iowa",146.9687691
1890,"Grant County, Wisconsin",146.8601304
1891,"Prince William County, Virginia",146.8375211
1892,"Perry County, Missouri",146.8120805
1893,"Jefferson County, Pennsylvania",146.7775653
1894,"Chittenden County, Vermont",146.6946682
1895,"Washburn County, Wisconsin",146.627566
1896,"Brunswick County, North Carolina",146.5728831
1897,"Jackson County, Colorado",146.5201465
1898,"Columbia County, Wisconsin",146.505922
1899,"Fulton County, Arkansas",146.2938882
1900,"Wise County, Texas",146.047687
1901,"Bradford County, Pennsylvania",146.0299121
1902,"Columbia County, Oregon",145.9143969
1903,"Transylvania County, North Carolina",145.8833541
1904,"Greer County, Oklahoma",145.8434614
1905,"Gibson County, Indiana",145.7812686
1906,"Cassia County, Idaho",145.7288586
1907,"Charlevoix County, Michigan",145.4322783
1908,"Smyth County, Virginia",145.3304688
1909,"Madison County, Texas",145.1273492
1910,"Logan County, Kentucky",145.1108796
1911,"Colfax County, New Mexico",145.1046281
1912,"Grundy County, Missouri",144.8575567
1913,"Sabine County, Texas",144.7736705
1914,"Mason County, Kentucky",144.6926728
1915,"Dallas County, Iowa",144.6925952
1916,"Monroe County, Georgia",144.5300919
1917,"San Juan County, Colorado",144.5086705
1918,"Caledonia County, Vermont",144.4298232
1919,"Hot Springs County, Wyoming",144.4192284
1920,"Jefferson Davis Parish, Louisiana",143.7653749
1921,"Erath County, Texas",143.7288819
1922,"York County, Maine",143.4079957
1923,"Umatilla County, Oregon",143.3785193
1924,"Choctaw County, Mississippi",143.3520487
1925,"Williamson County, Texas",143.0955343
1926,"Greensville County, Virginia",143.025408
1927,"Ellis County, Texas",142.9707134
1928,"Potter County, Pennsylvania",142.8816369
1929,"Morgan County, West Virginia",142.8734713
1930,"Story County, Iowa",142.847867
1931,"Jo Daviess County, Illinois",142.8125139
1932,"Benton County, Minnesota",142.8061407
1933,"Lemhi County, Idaho",142.6348548
1934,"Stafford County, Virginia",142.5563646
1935,"Power County, Idaho",142.5055059
1936,"Pontotoc County, Mississippi",142.4086481
1937,"Island County, Washington",142.130176
1938,"Goodhue County, Minnesota",142.0454545
1939,"Sumter County, Florida",141.9817666
1940,"Saline County, Missouri",141.9232754
1941,"Wabaunsee County, Kansas",141.8238548
1942,"Louisa County, Iowa",141.8188264
1943,"Rock County, Nebraska",141.7434444
1944,"Hopkins County, Kentucky",141.5276408
1945,"Wasco County, Oregon",141.3039212
1946,"Androscoggin County, Maine",141.2586893
1947,"Morrow County, Oregon",141.1432604
1948,"Johnson County, Missouri",141.097999
1949,"Suffolk County, New York",141.0913106
1950,"Fulton County, Kentucky",140.9553641
1951,"Habersham County, Georgia",140.8775982
1952,"Chautauqua County, Kansas",140.7657658
1953,"Charles Mix County, South Dakota",140.6774159
1954,"Stephens County, Texas",140.586136
1955,"Gratiot County, Michigan",140.5833016
1956,"Bailey County, Texas",140.5678943
1957,"Kiowa County, Colorado",140.5481377
1958,"Harrison County, Kentucky",140.4039313
1959,"Franklin County, Pennsylvania",140.0532597
1960,"Clearwater County, Idaho",139.9090591
1961,"Orleans County, Vermont",139.8652876
1962,"Bell County, Kentucky",139.8601399
1963,"Boone County, Kentucky",139.8241751
1964,"Burleson County, Texas",139.7868251
1965,"Aitkin County, Minnesota",139.7535256
1966,"Scioto County, Ohio",139.4700139
1967,"St. John the Baptist Parish, Louisiana",139.3935239
1968,"Sauk County, Wisconsin",139.3242773
1969,"Towns County, Georgia",139.2628354
1970,"Latimer County, Oklahoma",139.2111369
1971,"Lee County, Virginia",138.9716101
1972,"Graves County, Kentucky",138.8480948
1973,"Woodford County, Kentucky",138.4767557
1974,"Wayne County, New York",138.4187817
1975,"Archer County, Texas",138.2329225
1976,"St. Charles County, Missouri",138.1544599
1977,"Bureau County, Illinois",138.0079868
1978,"Anoka County, Minnesota",137.8359752
1979,"Val Verde County, Texas",137.7948707
1980,"Hardin County, Iowa",137.6067886
1981,"Ontario County, New York",137.4847621
1982,"Isle of Wight County, Virginia",137.4242764
1983,"Allegany County, New York",137.1884679
1984,"Cheshire County, New Hampshire",137.0578253
1985,"Lorain County, Ohio",137.0419414
1986,"Delaware County, New York",136.9804375
1987,"Benton County, Indiana",136.8769248
1988,"Clark County, Kansas",136.7989056
1989,"Cass County, Michigan",136.7751878
1990,"Greene County, North Carolina",136.5862849
1991,"Idaho County, Idaho",136.5103003
1992,"Manitowoc County, Wisconsin",136.3850522
1993,"Coal County, Oklahoma",136.3558889
1994,"Red River County, Texas",136.3271852
1995,"Hale County, Alabama",136.3105284
1996,"Calhoun County, Florida",136.2212233
1997,"Bollinger County, Missouri",136.1088871
1998,"Reeves County, Texas",136.0544218
1999,"Charlton County, Georgia",135.7978121
2000,"Baca County, Colorado",135.7957632
2001,"Arlington County, Virginia",135.6122113
2002,"Darke County, Ohio",135.558271
2003,"Avery County, North Carolina",135.4937052
2004,"Rice County, Minnesota",135.2826331
2005,"Clay County, Minnesota",135.1774616
2006,"Douglas County, Oregon",134.6549467
2007,"Pike County, Indiana",134.0376882
2008,"Goliad County, Texas",133.9584729
2009,"Walthall County, Mississippi",133.949501
2010,"Dunn County, Wisconsin",133.7201396
2011,"Roger Mills County, Oklahoma",133.5826877
2012,"Washington County, Maine",133.5818577
2013,"Lamar County, Alabama",133.4644563
2014,"Love County, Oklahoma",133.4428249
2015,"Ohio County, Kentucky",133.4000334
2016,"Montague County, Texas",133.3128237
